,total_meetings,lead_score,customer_sentiment,buying_intent,relationship_strength,budget_status,decision_maker_involvement,customer_urgency,product_interest_level,meeting_outcome,competitor_mention,engagement_score,implementation_readiness,upsell_opportunity,deal_score,objection_budget_not_allocated,objection_competitor_preference,objection_lack_of_internal_buy_in,objection_long_implementation_time,objection_missing_features,objection_no_urgent_business_need,objection_poor_past_experience_support,objection_price_too_high,objection_security_compliance_concerns,objection_unfavorable_contract_terms,num_objections,customer_requirements_API / Technical Integration,customer_requirements_Basic Feature Set,customer_requirements_Compliance-driven Requirements,customer_requirements_Customized Integration,customer_requirements_Enterprise-grade Security,customer_requirements_Multi-department Rollout,customer_requirements_Scalable Infrastructure,customer_requirements_Standard Package,risk_factors_Budget Constraints,risk_factors_Competitor Pressure,risk_factors_Economic Uncertainty,risk_factors_Internal Politics,risk_factors_No Risk Identified,risk_factors_Stakeholder Turnover,risk_factors_Technical Concerns,risk_factors_Timeline Conflict
competitor_mention,-0.04433794330022651,-0.007696899891093586,-0.020127454468969123,-0.04755516344125701,-0.013984316154743711,-0.02711786792645401,-0.042343503738370356,-0.0431344615393375,-0.05051809314569987,-0.054971945103320985,1.0,-0.010599861194502083,-0.002173930505916498,-0.002832122422062496,-0.170037248208969,-0.036456997664189715,0.5207893356157535,-0.019846851297118988,-0.011847782342115977,0.0011449242430320865,-0.056441629281601825,0.03619547375427294,-0.022449696827789193,0.01695501977072544,-0.02055618402870992,0.12790723177249091,-0.02000647145918848,-0.049262370451527204,0.025904820734109046,-0.030509479843564197,0.030475576991010334,0.042423981418484635,-0.0010917457447086078,0.010614599200227365,0.025658493687094035,0.31276553052467526,0.03907513832647885,-0.01505841187991129,-0.1937209962246476,0.09770069621903527,-0.056065298939176014,-0.009007023349211477
engagement_score,0.35899354972231146,0.08432165793172636,0.26571251551728753,0.07823567088000541,0.2967757982437078,0.07838435701164093,0.25585720222824254,0.01103439420401855,0.05449990337624755,0.4337491682412675,-0.010599861194502083,1.0,0.03916837963936737,0.03353619150825895,0.3158454022291811,-0.06960819525130776,0.04025503723098355,-0.04773015564667335,-0.060511441664276175,-0.01976934427382626,-0.06677338248805545,-0.048746509926161107,-0.030460471716716758,0.0185614066518284,0.006298308360632934,-0.0898161922986433,0.053496626183749924,-0.021945422242245043,-0.03301391590564353,0.0329176054774221,-0.01840658758984468,0.011878547972259044,-0.014719105635065647,-0.013231439901949226,-0.03768095085418992,-0.026667364739464117,0.008429793298266779,-0.046494683448637074,0.08341974471431272,-0.09124180091877837,0.022721668263461108,0.013083417680250743
implementation_readiness,0.038015731558361146,0.053599415291220406,0.046671160682014726,0.09052371245700147,0.04750340797890198,0.05733183231555805,0.0823814481087586,0.045370964712589563,0.0521956617206758,0.041284774183831675,-0.002173930505916498,0.03916837963936737,1.0,0.03464288395415371,0.28278401354250876,-0.004516314978461932,0.04267005722665643,-0.0034365696698093443,-0.46331916427156833,-0.0030699472805110688,-0.021841230585018877,0.011555269692836767,-0.02567816857528958,-0.038665661861656306,-0.0004691431600621498,-0.19127401643158912,-0.055761036257739545,0.14443053926025046,-0.08416380812981958,-0.10868482064375248,-0.0552518987289066,-0.02264626059073182,0.01250890534650226,0.14705512600507037,0.02623364728568967,0.041846336589822744,0.06584343635900289,-0.033349104710581584,0.005928221249825049,0.023348689749709207,-0.1281446346801158,-0.1113639637681097
upsell_opportunity,-0.0038490931155224966,0.1417765077770299,0.024743617418196227,0.24191744265415568,0.03461903217817583,0.03543534028373669,0.017960142656873866,0.039125213771942,0.283387889594382,0.13459142420923492,-0.002832122422062496,0.03353619150825895,0.03464288395415371,1.0,0.1534610652764913,0.04751502386064112,-0.02661697889705786,0.0035282677283560854,0.04269343208852105,-0.11992222734992246,-0.046282122504303295,-0.023758666812024105,0.05067730813746408,-0.021312887463526116,-0.0013163956344116835,-0.026752198625303394,-0.004775354386322848,-0.12218912056023191,0.08209164794558924,0.057314011422262896,0.04736515845461423,0.04308411816993153,-0.03210922781444185,-0.05234593460227964,-0.06539180182777185,-0.010842239795278964,0.04982558391677978,-0.0366301419491395,0.0349521983956081,-0.05601282279228407,0.0034969463135830323,0.0766147932094027
deal_score,0.13318673354349275,0.46122733121630854,0.47175069258886143,0.34954483544318116,0.47653151769120894,0.6068087869986108,0.6372602672641574,0.11049951961620316,0.3248417109042216,0.5635780516681237,-0.170037248208969,0.3158454022291811,0.28278401354250876,0.1534610652764913,1.0,-0.2510181325398895,-0.08552122239574556,-0.14627012821291216,-0.21706272130981155,-0.1577879449767556,-0.08006358103646362,-0.01711213470163379,-0.1685767357091133,-0.05116815717096375,-0.03269393941020354,-0.4092940517701533,0.07980861773932306,0.058181294716584904,-0.09746991500373105,-0.03952047431678341,-0.05702768722992616,-0.09106654222734427,0.04778158377978707,0.08043532746007548,-0.12919740116748382,-0.11147228168549846,-0.05776552872577682,-0.20595480351624768,0.41649938617564963,-0.20347770526384415,-0.0809791224401807,-0.09287147677777856
objection_budget_not_allocated,-0.06796121971448597,-0.13183766226104413,-0.08382310153211849,0.014793808518172462,-0.11801860396940761,-0.3770289844404083,-0.14001881339668729,0.0022193505601891084,0.008683940078317798,-0.09782050792903724,-0.036456997664189715,-0.06960819525130776,-0.004516314978461932,0.04751502386064112,-0.2510181325398895,1.0,-0.005565262004474966,0.011267739529633808,0.021534988769188197,0.013692246959245067,0.04836797868811403,-0.06283053805556427,0.07711154998175732,0.012027909554318424,0.0111830459796196,0.3820109786831998,-0.05618357584762246,0.0438183615905743,0.01954892485209768,-0.031201535712848973,0.00860302571733535,0.056998530813559385,-0.02136699996549303,-0.019021620283952365,0.11700140972656652,0.020231006206783475,-0.007880129461054805,0.09944877710055411,-0.13948283737336098,0.031047484325316312,0.00021308258028467764,0.03304303488221368
objection_competitor_preference,0.04921325960518241,-0.000643726012716199,-0.0004574758325089279,-0.007594974738592401,-0.014357683075131562,0.011807500286187232,0.0009445010039658,-0.008138497080437268,-0.06162649976790089,0.01598305650480413,0.5207893356157535,0.04025503723098355,0.04267005722665643,-0.02661697889705786,-0.08552122239574556,-0.005565262004474966,1.0,-0.029716081940637278,-0.02799675189940054,0.009795771231969808,-0.030823703714436053,0.010405319634289431,-0.03541688016605727,0.009291692487329684,0.03002745765017816,0.2943828449422007,-0.0653565301425449,-0.011488133178959161,-0.0012329481485774496,-0.041284838029787156,0.0362024307127998,0.0575276618754878,0.0063276287632774006,0.025282099405340566,0.03973061282360416,0.2083577422984923,0.019297049862496984,-0.019098210422376936,-0.1406391980066229,0.05036622517262072,-0.009116183145740265,0.010010182197151097
objection_lack_of_internal_buy_in,-0.043726364203225336,-0.08074612530394513,-0.10347142861337437,6.000779315036841e-17,-0.10701906675685996,-0.023164474493021187,-0.20036470159902567,-0.03283218856361449,0.01684794267472196,-0.09282415303946791,-0.019846851297118988,-0.04773015564667335,-0.0034365696698093443,0.0035282677283560854,-0.14627012821291216,0.011267739529633808,-0.029716081940637278,1.0,0.011245719973020575,0.06004256428128942,0.011541092286680548,-0.03306779232926685,-0.006139296993061711,-0.03745928899850709,-0.026962283078318328,0.295702537229204,0.06079977182543562,0.017017390752591986,0.022227288848421654,-0.028784917388063894,-0.03247554337488757,0.003656423527477378,-0.014215244512353073,-0.030944228877489273,-0.043127218720467354,0.0288940201345048,0.027468551422852934,0.02427741494943229,-0.04949582614636986,0.0862795962814575,-0.05815260866732386,0.04766024608233592
objection_long_implementation_time,-0.04696929268795816,-0.01927173362337563,-0.04099700416297048,-0.025662799380518884,-0.04705803540073765,-0.0527714399674056,-0.07398284372330564,-0.013974652904501903,-0.027498379008680143,-0.015189530791894305,-0.011847782342115977,-0.060511441664276175,-0.46331916427156833,0.04269343208852105,-0.21706272130981155,0.021534988769188197,-0.02799675189940054,0.011245719973020575,1.0,-0.062213089032786856,0.009623531846728605,-0.02871295897030481,-0.013429717015160023,0.06439741467298415,-0.02893648529979967,0.3622111168673962,0.09966991587387919,-0.20675592767600873,0.14293652712608518,0.136119142197984,0.04440399562685197,0.006738550740052219,0.0024715905200255444,-0.19234254612573148,-0.0804275386956388,-0.00308823883276772,-0.03070685078297069,0.007098442264943638,-0.028342968071451407,-0.03233483870095475,0.12931031541541302,0.23773472650305055
objection_missing_features,0.042369172289546404,-0.14863768866902638,0.012804948339961084,-0.20831617814515166,-0.0068915843624306064,-0.046359320255164496,0.00027201220343859656,-0.01628520513366554,-0.256177260140319,-0.09046172625810542,0.0011449242430320865,-0.01976934427382626,-0.0030699472805110688,-0.11992222734992246,-0.1577879449767556,0.013692246959245067,0.009795771231969808,0.06004256428128942,-0.062213089032786856,1.0,-0.0009299812063345602,-0.0011891615252185924,0.035348888491185726,0.04370746496136547,0.027014010998399084,0.40940338418189165,-0.011054424200536768,-0.008665204586768354,-0.07701935263370961,0.019124422476657715,0.06752169085944791,0.03793481409606674,-0.034867241820893374,0.0004974688689645742,0.017792784338353053,0.0009844943046658258,0.03803050868776802,0.011786147114970348,-0.05549550257627079,0.063587462291943,-0.014877387431094815,-0.054134252209735924
objection_no_urgent_business_need,-0.030987740167821656,-0.03119232787672805,-0.044003891155153685,-0.09013052165848336,-0.04522932224545683,-0.03977340966117782,-0.03256582316999014,-0.24121196837937117,7.598227879215849e-05,-0.028942686313841854,-0.056441629281601825,-0.06677338248805545,-0.021841230585018877,-0.046282122504303295,-0.08006358103646362,0.04836797868811403,-0.030823703714436053,0.011541092286680548,0.009623531846728605,-0.0009299812063345602,1.0,-0.03367670139344081,0.01783076387189448,-0.003952380392044382,-0.01477189702819357,0.3064594110339599,-0.03478422354117393,0.06963027611408099,-0.000266028198989092,-0.02989082349783044,-0.01406025177522504,-0.007861255848985333,0.017530280964772774,-0.003652488699018999,0.03884234958947285,-0.04752544413260976,-0.052266001217165146,0.0233508773215669,-0.05947648770829064,0.12337599036557428,0.020063009319965606,0.04708486584032461
objection_poor_past_experience_support,0.011745068372875622,-0.013360872217043362,-0.013606187632840024,0.005762468524852607,-0.00871478309360004,0.009696368207901195,0.0005732903657349796,0.006736200502872363,0.018168563794111733,-0.026229568753400285,0.03619547375427294,-0.048746509926161107,0.011555269692836767,-0.023758666812024105,-0.01711213470163379,-0.06283053805556427,0.010405319634289431,-0.03306779232926685,-0.02871295897030481,-0.0011891615252185924,-0.03367670139344081,1.0,-0.03582871819500097,-0.023365065649596124,-0.04374234125172716,0.13306226261283502,0.03966990920207303,-0.047543402505595946,-0.018709278551911537,0.011137309445365267,0.021974042014452442,-0.023278644263302478,0.03149394490865031,-0.011342438664954836,0.03076813763080808,0.03294553731065504,0.008956896782082054,-0.0579608703005937,-0.05214171551441013,0.044957557620784204,0.038733193119428036,0.014177217007174244
objection_price_too_high,0.0015319278299055891,-0.062091486750944634,-0.03723843955475838,0.026151835712037507,-0.09294329342630021,-0.201658014500351,-0.09054146148610599,0.000509515462325138,0.02158367042251826,-0.002609046899374945,-0.022449696827789193,-0.030460471716716758,-0.02567816857528958,0.05067730813746408,-0.1685767357091133,0.07711154998175732,-0.03541688016605727,-0.006139296993061711,-0.013429717015160023,0.035348888491185726,0.01783076387189448,-0.03582871819500097,1.0,-0.0001828237552020412,-0.054178340174268855,0.37932612336865806,0.006001137323294352,0.02948807852766895,0.009339923932897126,-0.018322381032020923,-0.00031164027958079793,-0.017827690185179136,-0.04200721278776933,0.025283524066372194,0.010000897415199477,0.014228218635578452,0.024545816715352952,0.046032711758136155,-0.10753279478618619,0.07549149859330719,0.06152405597403849,-0.030791536951042003
objection_security_compliance_concerns,-0.010358753344538256,-0.027042591248825427,0.028220561655469784,-0.03528508486001853,0.01133960995699616,-0.00027750596783775964,-0.010452231343443632,-0.005465293425769083,-0.013268295636146047,-0.01648457071157807,0.01695501977072544,0.0185614066518284,-0.038665661861656306,-0.021312887463526116,-0.05116815717096375,0.012027909554318424,0.009291692487329684,-0.03745928899850709,0.06439741467298415,0.04370746496136547,-0.003952380392044382,-0.023365065649596124,-0.0001828237552020412,1.0,-0.014675710480009058,0.304599049370299,-0.04514060998917408,-0.056234785760002175,0.12206554515139936,0.010272116740693452,0.1850941148758261,-0.055323787069028435,-0.06833082918254585,-0.08368027169731047,0.0205331916890037,0.026664685350839202,0.08118173194998292,-0.005027883118586141,-0.058042053336747404,-0.05822314775583048,0.016856249319230927,0.02613624125577765
objection_unfavorable_contract_terms,0.046750856447737216,0.005374981028710662,-0.06890671767943311,-0.01496629196456976,-0.0211251113041664,0.018132063961490662,0.0020646781717113183,0.03467951323544958,-0.020947514106813902,-0.027771981294158556,-0.02055618402870992,0.006298308360632934,-0.0004691431600621498,-0.0013163956344116835,-0.03269393941020354,0.0111830459796196,0.03002745765017816,-0.026962283078318328,-0.02893648529979967,0.027014010998399084,-0.01477189702819357,-0.04374234125172716,-0.054178340174268855,-0.014675710480009058,1.0,0.21180667984824267,-0.05174433129483755,-0.027878994136554758,-0.0406875058495857,0.04300307756796481,0.015409174088005318,0.0048367464059039245,0.030164813524610867,0.031006619336863078,0.033922602200446135,0.012292090567687453,0.02820175123162578,0.04884058834620516,-0.044773329050274334,-0.04296909187634167,0.018011815859771057,-0.0309998505418049
num_objections,-0.019225347652980455,-0.1727364182089664,-0.10857697578494535,-0.11507949923291687,-0.1483032408984552,-0.24644063753098375,-0.17971130620779954,-0.08658285927181822,-0.11568509529217216,-0.12125985732365953,0.12790723177249091,-0.0898161922986433,-0.19127401643158912,-0.026752198625303394,-0.4092940517701533,0.3820109786831998,0.2943828449422007,0.295702537229204,0.3622111168673962,0.40940338418189165,0.3064594110339599,0.13306226261283502,0.37932612336865806,0.304599049370299,0.21180667984824267,1.0,-0.012641948274629973,-0.06700136099552775,0.06160986862550436,0.026914928806782566,0.1027056120304608,0.027200814997183728,-0.036800294695089934,-0.09022304277960913,0.05061574754695096,0.09020138962288812,0.03930248863397774,0.06362193665443104,-0.23414973007737763,0.1117506646608207,0.06994614284223512,0.10391341691529012
customer_requirements_API / Technical Integration,-0.045796470161580616,0.0322163437441366,0.017929453477767827,0.043433354600534074,0.02408478756470825,0.05465432276636547,0.03485648277336308,0.024258042856899392,0.02067549684025641,0.04640074588871545,-0.02000647145918848,0.053496626183749924,-0.055761036257739545,-0.004775354386322848,0.07980861773932306,-0.05618357584762246,-0.0653565301425449,0.06079977182543562,0.09966991587387919,-0.011054424200536768,-0.03478422354117393,0.03966990920207303,0.006001137323294352,-0.04514060998917408,-0.05174433129483755,-0.012641948274629973,1.0,-0.17280340144148063,-0.13819678001493413,-0.15180063270915403,-0.15458292993548048,-0.1432904744462934,-0.1337426715233448,-0.16075692042321998,-0.04826196696837075,-0.024831983000816717,-0.050027132766352324,0.007281124463309344,0.06132761803567737,-0.06551251253657822,0.0653396301409326,0.05546423121598446
customer_requirements_Basic Feature Set,0.00421599715486785,0.018056448239547013,-0.015367686356674763,0.006940506466073355,-0.04146066606615682,-0.027850980662975217,-0.016882474553879357,-0.048815029251378456,0.03160135976483539,-0.014346118699117432,-0.049262370451527204,-0.021945422242245043,0.14443053926025046,-0.12218912056023191,0.058181294716584904,0.0438183615905743,-0.011488133178959161,0.017017390752591986,-0.20675592767600873,-0.008665204586768354,0.06963027611408099,-0.047543402505595946,0.02948807852766895,-0.056234785760002175,-0.027878994136554758,-0.06700136099552775,-0.17280340144148063,1.0,-0.1466967953083064,-0.1611373748491083,-0.1640908017426518,-0.15210378561068125,-0.1419687297079284,-0.17064453344839453,0.051430711250611855,0.005184089863202549,0.052404691537598656,-0.015125495013558081,-0.02620421573773624,0.03411346671183012,-0.09296983618144483,-0.04915306391894032
customer_requirements_Compliance-driven Requirements,-0.03361772023723152,0.017349996713319694,-0.028210659695251116,-0.0327747351485394,0.004337058297509543,-0.012798226017575666,-0.04886911386835815,0.0014367357481233428,0.009193855733849112,0.009375080209337998,0.025904820734109046,-0.03301391590564353,-0.08416380812981958,0.08209164794558924,-0.09746991500373105,0.01954892485209768,-0.0012329481485774496,0.022227288848421654,0.14293652712608518,-0.07701935263370961,-0.000266028198989092,-0.018709278551911537,0.009339923932897126,0.12206554515139936,-0.0406875058495857,0.06160986862550436,-0.13819678001493413,-0.1466967953083064,1.0,-0.1288670602456132,-0.13122901656876756,-0.12164259050535241,-0.11353724026717368,-0.13647025957243666,-0.055750891419897745,-0.07774830208657439,0.02610850857427268,0.037086687510723804,-0.0004264723332640775,0.008310299869183736,0.06727009007282568,-0.010511300325210084
customer_requirements_Customized Integration,0.004682067411440621,-0.011035848172516106,-0.0002791051645711443,-0.02286355326522667,-0.017288676423661515,0.01902410307021388,0.01625598647453398,-0.022094317523778526,-0.006728101495333361,-0.00024710727905763355,-0.030509479843564197,0.0329176054774221,-0.10868482064375248,0.057314011422262896,-0.03952047431678341,-0.031201535712848973,-0.041284838029787156,-0.028784917388063894,0.136119142197984,0.019124422476657715,-0.02989082349783044,0.011137309445365267,-0.018322381032020923,0.010272116740693452,0.04300307756796481,0.026914928806782566,-0.15180063270915403,-0.1611373748491083,-0.1288670602456132,1.0,-0.14414697464576415,-0.13361687733315916,-0.12471365039580297,-0.14990415657180775,-0.04720338067209892,0.04109851918343903,0.00229630019548645,-0.05672578602838222,0.03312536070975631,-0.04376172460080691,0.05005589923469468,0.010392943766548517
customer_requirements_Enterprise-grade Security,0.032597661765479576,-0.0746856280921419,0.00988321663184106,0.018795857687260487,-0.005685126854791451,-0.009548706772237093,-0.03315033857353694,0.08003648714860996,-0.00658153580936338,-0.015676464818522674,0.030475576991010334,-0.01840658758984468,-0.0552518987289066,0.04736515845461423,-0.05702768722992616,0.00860302571733535,0.0362024307127998,-0.03247554337488757,0.04440399562685197,0.06752169085944791,-0.01406025177522504,0.021974042014452442,-0.00031164027958079793,0.1850941148758261,0.015409174088005318,0.1027056120304608,-0.15458292993548048,-0.1640908017426518,-0.13122901656876756,-0.14414697464576415,1.0,-0.13606589128362587,-0.1269994804176455,-0.15265169399376105,0.004079443322041941,0.06555803715971482,0.015677408364537675,-0.021174175211358816,-0.02880126853800397,-0.03472465898992366,0.01790401838691292,0.03530311101233147
customer_requirements_Multi-department Rollout,-0.006053754826952389,0.01307792422547447,0.028830837692119676,-0.015929416515636896,-0.00361359222551944,-0.04454133683848337,-0.0010142521087477363,-0.020855678820621712,-0.0012999170951131125,-0.020739108631119076,0.042423981418484635,0.011878547972259044,-0.02264626059073182,0.04308411816993153,-0.09106654222734427,0.056998530813559385,0.0575276618754878,0.003656423527477378,0.006738550740052219,0.03793481409606674,-0.007861255848985333,-0.023278644263302478,-0.017827690185179136,-0.055323787069028435,0.0048367464059039245,0.027200814997183728,-0.1432904744462934,-0.15210378561068125,-0.12164259050535241,-0.13361687733315916,-0.13606589128362587,1.0,-0.11772202668866831,-0.14150031744466168,0.05406648113058074,0.022209971356750718,-0.040225313080320034,0.003738548207546223,-0.03785838389848709,0.06412741196134095,-0.01590779194862951,-0.012764949351285821
